,state,year,county_name,county,cousub,vtd08,vtdid,ward,ward2,ward3,ward4,ward5,ward6,ed,ed2,ed3,ed4,ed5,ed6,ed7,ed8,ed9,ed10,ed11,ed12,ed13,ed14,ed15,ed16,ed17,ed18,ed19,ed20,ed21,ed22,ed23,ed24,ed25,ed26,ed27,ed28,ed29,ad,nopad_vtdid,g2006_USS_tv,g2006_USS_dv,g2006_USS_rv,g2006_USH_tv,g2006_USH_dv,g2006_USH_rv,g2006_GOV_tv,g2006_GOV_dv,g2006_GOV_rv,g2006_STS_tv,g2006_STS_dv,g2006_STS_rv,g2006_STH_tv,g2006_STH_dv,g2006_STH_rv,g2006_REG_tv,g2006_REG_dv,g2006_REG_rv
7952,NY,2006,New York,61,44919,765,360610765,NA,NA,NA,NA,NA,NA,4,3,16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061765,1991,1765,22,1991,1629,38,1991,1677,28,1991,1580,23,1991,1610,41,4049,3608,99
7953,NY,2006,New York,61,44919,767,360610767,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061767,186,152,3,186,141,3,186,147,2,186,132,1,186,141,2,554,459,13
7954,NY,2006,New York,61,44919,768,360610768,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061768,350,303,7,350,281,5,350,291,8,350,258,5,350,280,5,1070,884,42
7955,NY,2006,New York,61,44919,769,360610769,NA,NA,NA,NA,NA,NA,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061769,741,631,11,741,594,19,741,591,12,741,575,12,741,604,13,1941,1560,87
7956,NY,2006,New York,61,44919,770,360610770,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061770,234,198,4,234,188,5,234,194,4,234,172,4,234,181,9,582,437,31
7957,NY,2006,New York,61,44919,771,360610771,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061771,225,192,7,225,189,5,225,183,9,225,167,6,225,180,7,609,472,38
7958,NY,2006,New York,61,44919,772,360610772,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061772,240,199,5,240,181,8,240,183,6,240,170,7,240,187,6,594,462,30
7959,NY,2006,New York,61,44919,773,360610773,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061773,197,173,5,197,143,4,197,156,5,197,130,4,197,139,6,611,502,29
7960,NY,2006,New York,61,44919,774,360610774,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061774,281,237,5,281,219,5,281,221,4,281,194,5,281,213,3,907,709,28
7961,NY,2006,New York,61,44919,775,360610775,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061775,332,273,6,332,254,7,332,254,5,332,221,5,332,243,7,974,781,34
7962,NY,2006,New York,61,44919,776,360610776,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061776,334,285,8,334,270,8,334,272,5,334,259,7,334,263,8,927,768,33
7963,NY,2006,New York,61,44919,779,360610779,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061779,255,222,8,255,200,8,255,209,9,255,183,8,255,198,7,865,729,30
7964,NY,2006,New York,61,44919,781,360610781,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061781,174,153,3,174,138,3,174,147,2,174,123,4,174,127,3,516,412,30
7965,NY,2006,New York,61,44919,782,360610782,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061782,246,218,4,246,195,6,246,199,5,246,178,8,246,194,6,914,759,31
7966,NY,2006,New York,61,44919,783,360610783,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061783,181,149,5,181,139,8,181,136,5,181,121,6,181,134,7,523,408,33
7967,NY,2006,New York,61,44919,784,360610784,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061784,203,166,6,203,145,7,203,152,7,203,129,3,203,143,8,542,438,23
7968,NY,2006,New York,61,44919,785,360610785,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061785,264,225,11,264,191,11,264,209,12,264,166,9,264,180,9,666,549,28
7969,NY,2006,New York,61,44919,786,360610786,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061786,340,281,11,340,253,15,340,263,12,340,224,8,340,254,10,804,663,34
7970,NY,2006,New York,61,44919,787,360610787,NA,NA,NA,NA,NA,NA,32,28,30,29,26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061787,1333,1175,17,1333,1002,27,1333,1061,18,1333,937,14,1333,968,27,4520,3747,162
7971,NY,2006,New York,61,44919,792,360610792,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061792,212,173,8,212,169,9,212,175,5,212,150,9,212,165,9,630,510,27
7972,NY,2006,New York,61,44919,794,360610794,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061794,303,258,11,303,228,17,303,236,13,303,206,11,303,227,13,866,693,46
7973,NY,2006,New York,61,44919,795,360610795,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061795,191,168,7,191,142,9,191,148,6,191,122,7,191,140,9,648,516,30
7974,NY,2006,New York,61,44919,796,360610796,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061796,276,245,5,276,204,9,276,211,7,276,173,7,276,197,6,1103,829,71
7975,NY,2006,New York,61,44919,797,360610797,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061797,306,265,7,306,216,10,306,228,9,306,186,8,306,210,9,861,699,38
7976,NY,2006,New York,61,44919,798,360610798,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061798,367,317,11,367,287,17,367,293,14,367,251,16,367,277,17,950,750,48
7977,NY,2006,New York,61,44919,799,360610799,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061799,332,273,17,332,270,16,332,260,17,332,240,9,332,279,14,672,559,17
7978,NY,2006,New York,61,44919,800,360610800,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061800,301,257,18,301,197,15,301,208,18,301,167,13,301,203,15,821,635,38
7979,NY,2006,New York,61,44919,801,360610801,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061801,247,218,8,247,192,7,247,201,9,247,179,8,247,195,7,788,610,41
7980,NY,2006,New York,61,44919,802,360610802,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061802,218,190,8,218,169,8,218,179,5,218,149,7,218,163,10,741,575,41
7981,NY,2006,New York,61,44919,803,360610803,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061803,304,271,6,304,229,6,304,249,7,304,209,6,304,230,6,877,717,37
7982,NY,2006,New York,61,44919,804,360610804,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061804,219,189,7,219,163,6,219,167,10,219,141,5,219,150,6,583,473,28
7983,NY,2006,New York,61,44919,805,360610805,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061805,297,255,6,297,228,9,297,122,10,297,200,9,297,219,9,985,733,61
7984,NY,2006,New York,61,44919,806,360610806,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061806,28,22,1,28,19,0,28,19,2,28,20,1,28,22,0,106,90,2
7985,NY,2006,New York,61,44919,807,360610807,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061807,244,200,14,244,178,17,244,180,11,244,166,14,244,176,16,740,564,53
7986,NY,2006,New York,61,44919,808,360610808,NA,NA,NA,NA,NA,NA,48,55,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061808,721,585,47,721,537,49,721,549,46,721,504,48,721,537,57,1940,1360,170
7987,NY,2006,New York,61,44919,810,360610810,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061810,196,157,14,196,131,16,196,137,14,196,123,15,196,122,15,721,546,51
7988,NY,2006,New York,61,44919,811,360610811,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061811,204,170,8,204,146,11,204,158,7,204,136,8,204,151,9,619,458,43
7989,NY,2006,New York,61,44919,812,360610812,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061812,141,115,7,141,98,5,141,111,7,141,95,6,141,100,6,520,368,45
7990,NY,2006,New York,61,44919,813,360610813,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061813,266,210,21,266,178,17,266,193,23,266,172,17,266,181,19,757,531,63
7991,NY,2006,New York,61,44919,815,360610815,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061815,351,254,34,351,240,35,351,247,29,351,225,24,351,244,31,961,682,80
7992,NY,2006,New York,61,44919,816,360610816,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061816,185,154,8,185,116,12,185,134,7,185,110,10,185,119,13,587,436,50
7993,NY,2006,New York,61,44919,817,360610817,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061817,187,151,16,187,123,18,187,121,15,187,104,18,187,115,18,800,500,93
7994,NY,2006,New York,61,44919,818,360610818,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061818,144,102,21,144,97,17,144,106,17,144,59,13,144,95,17,561,398,58
7995,NY,2006,New York,61,44919,819,360610819,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061819,107,91,8,107,69,6,107,88,9,107,68,7,107,60,6,236,193,19
7996,NY,2006,New York,61,44919,820,360610820,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061820,305,234,26,305,195,27,305,214,25,305,177,22,305,192,27,919,667,82
7997,NY,2006,New York,61,44919,821,360610821,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061821,278,212,23,278,188,24,278,205,23,278,178,23,278,202,24,698,503,69
7998,NY,2006,New York,61,44919,822,360610822,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061822,275,200,23,275,175,21,275,185,21,275,170,16,275,173,22,750,549,74
7999,NY,2006,New York,61,44919,823,360610823,NA,NA,NA,NA,NA,NA,64,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061823,643,445,74,643,418,78,643,464,43,643,436,46,643,432,60,1569,1083,125
8000,NY,2006,New York,61,44919,824,360610824,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061824,125,97,8,125,87,6,125,92,8,125,89,3,125,92,4,316,211,21
8001,NY,2006,New York,61,44919,825,360610825,NA,NA,NA,NA,NA,NA,69,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061825,753,527,48,753,522,51,753,541,30,753,470,40,753,547,44,1491,1098,106
8002,NY,2006,New York,61,44919,826,360610826,NA,NA,NA,NA,NA,NA,68,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061826,948,706,64,948,694,74,948,692,57,948,657,62,948,690,76,1617,1210,116
8003,NY,2006,New York,61,44919,829,360610829,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061829,244,176,24,244,175,24,244,180,17,244,171,17,244,186,19,489,362,37
8004,NY,2006,New York,61,44919,831,360610831,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061831,277,191,47,277,175,45,277,209,28,277,190,31,277,174,39,611,444,58
8005,NY,2006,New York,61,44919,832,360610832,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061832,341,194,81,341,198,65,341,216,51,341,221,40,341,210,50,694,463,68
8006,NY,2006,New York,61,44919,833,360610833,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061833,207,127,35,207,122,32,207,130,24,207,119,25,207,123,28,493,320,40
8007,NY,2006,New York,61,44919,834,360610834,NA,NA,NA,NA,NA,NA,78,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061834,732,488,93,732,488,105,732,501,74,732,512,78,732,523,92,1385,976,136
8008,NY,2006,New York,61,44919,835,360610835,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061835,265,183,25,265,181,22,265,183,21,265,188,20,265,185,20,498,373,31
8009,NY,2006,New York,61,44919,836,360610836,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061836,586,387,63,586,388,68,586,397,51,586,381,57,586,404,58,909,661,81
8010,NY,2006,New York,61,44919,838,360610838,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061838,125,80,11,125,74,10,125,83,9,125,71,8,125,85,7,311,216,36
8011,NY,2006,New York,61,44919,839,360610839,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061839,249,190,16,249,175,22,249,179,13,249,179,14,249,188,19,774,535,67
8012,NY,2006,New York,61,44919,840,360610840,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061840,392,286,28,392,275,32,392,281,33,392,264,27,392,285,35,823,556,74
8013,NY,2006,New York,61,44919,841,360610841,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061841,306,207,22,306,206,24,306,207,17,306,198,18,306,218,22,625,437,54
8014,NY,2006,New York,61,44919,842,360610842,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061842,412,301,31,412,296,30,412,291,26,412,283,28,412,303,31,1005,708,81
8015,NY,2006,New York,61,44919,843,360610843,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061843,211,149,17,211,150,18,211,143,14,211,139,14,211,157,14,537,393,35
8016,NY,2006,New York,61,44919,844,360610844,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061844,185,140,15,185,117,14,185,126,12,185,112,12,185,119,16,452,335,23
8017,NY,2006,New York,61,44919,845,360610845,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061845,392,286,37,392,274,36,392,286,23,392,268,31,392,290,33,785,550,52
8018,NY,2006,New York,61,44919,846,360610846,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061846,217,172,12,217,151,9,217,167,9,217,128,10,217,142,10,670,485,42
8019,NY,2006,New York,61,44919,847,360610847,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061847,297,239,22,297,210,22,297,224,15,297,203,17,297,210,24,802,591,81
8020,NY,2006,New York,61,44919,848,360610848,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061848,127,94,8,127,84,8,127,89,7,127,69,7,127,79,8,346,268,29
8021,NY,2006,New York,61,44919,849,360610849,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8022,NY,2006,New York,61,44919,850,360610850,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8023,NY,2006,New York,61,44919,851,360610851,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8024,NY,2006,New York,61,44919,852,360610852,NA,NA,NA,NA,NA,NA,95,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061852,726,616,20,726,598,30,726,599,17,726,504,17,726,605,25,1424,1189,45
8025,NY,2006,New York,61,44919,854,360610854,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061854,259,228,7,259,208,8,259,209,7,259,190,6,259,200,11,708,588,35
8026,NY,2006,New York,61,44919,855,360610855,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061855,261,227,3,261,209,4,261,201,3,261,192,2,261,210,4,753,577,52
8027,NY,2006,New York,61,44919,856,360610856,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061856,413,324,13,413,310,16,413,315,11,413,281,11,413,320,12,944,725,35
8028,NY,2006,New York,61,44919,857,360610857,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061857,263,188,22,263,181,19,263,173,18,263,157,18,263,185,18,666,477,57
8029,NY,2006,New York,61,44919,858,360610858,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8030,NY,2006,New York,61,44919,859,360610859,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8031,NY,2006,New York,61,44919,860,360610860,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,36061860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
